sample,month,dMLA_set,wwtp,well,X2,n,threshold,real_n
Altenrhein_Dec_1,Dec,set_1,Altenrhein,C10,C0aT,6,104.6391318,0
Altenrhein_Dec_1,Dec,set_1,Altenrhein,C10,C12aT,4,86.89992296,0
Altenrhein_Dec_1,Dec,set_1,Altenrhein,C10,C14aT,1,7.621320344,0
Altenrhein_Dec_1,Dec,set_1,Altenrhein,C10,C18bT,10,544.9069797,0
Altenrhein_Dec_1,Dec,set_1,Altenrhein,C10,C20aT,7,94.3562367,0
Altenrhein_Dec_1,Dec,set_1,Altenrhein,C10,C20bT,3,311.8142208,0
Altenrhein_Dec_1,Dec,set_1,Altenrhein,C10,C27aT,11,253.8164444,0
Altenrhein_Dec_1,Dec,set_1,Altenrhein,C10,C27bT,15,435.6934198,0
Altenrhein_Dec_1,Dec,set_1,Altenrhein,C10,C3bT,1,15.45768899,0
Altenrhein_Dec_1,Dec,set_1,Altenrhein,C10,C5aT,3,129.944357,0
Altenrhein_Dec_1,Dec,set_1,Altenrhein,C10,C5bT,2,37.83976902,0
Altenrhein_Dec_1,Dec,set_1,Altenrhein,C10,C9aT,9,233.3371755,0
Altenrhein_Dec_1,Dec,set_1,Altenrhein,C10,C4bT,277,1,276
Altenrhein_Dec_1,Dec,set_1,Altenrhein,C10,C4aT,223,1,222
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C0aT,13,104.6391318,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C10bT,1,6.242640687,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C12aT,6,86.89992296,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C12bT,2,6.242640687,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C14bT,1,1,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C15aT,1,2,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C18bT,33,544.9069797,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C20aT,13,94.3562367,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C20bT,3,311.8142208,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C27aT,35,253.8164444,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C27bT,54,435.6934198,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C3bT,1,15.45768899,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C5aT,5,129.944357,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C5bT,1,37.83976902,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C7aT,5,41.39736831,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C9aT,23,233.3371755,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C9bT,16,148.2872455,0
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C7bT,12,3.065384141,8.934615859
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C1bT,3,0,3
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C2aT,545,3.621320344,541.3786797
Altenrhein_Dec_2,Dec,set_1,Altenrhein,C11,C2bT,1190,4.622281323,1185.377719
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C0aT,38,104.6391318,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C10bT,1,6.242640687,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C12aT,31,86.89992296,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C12bT,6,6.242640687,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C13aT,2,3.065384141,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C14aT,5,7.621320344,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C18bT,75,544.9069797,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C20aT,39,94.3562367,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C20bT,11,311.8142208,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C27aT,85,253.8164444,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C27bT,131,435.6934198,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C2bT,1,4.622281323,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C7aT,16,41.39736831,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C8aT,3,18.45969005,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C8bT,1,20.83884232,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C9aT,58,233.3371755,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C9bT,49,148.2872455,0
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C3aT,3,1,2
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C7bT,30,3.065384141,26.93461586
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C5aT,2956,129.944357,2826.055643
Altenrhein_Dec_3,Dec,set_1,Altenrhein,C12,C5bT,1193,37.83976902,1155.160231
Chur_Dec_1,Dec,set_1,Chur,B12,C0bT,1,79,0
Chur_Dec_1,Dec,set_1,Chur,B12,C10bT,2,6.242640687,0
Chur_Dec_1,Dec,set_1,Chur,B12,C12bT,5,6.242640687,0
Chur_Dec_1,Dec,set_1,Chur,B12,C13aT,2,3.065384141,0
Chur_Dec_1,Dec,set_1,Chur,B12,C15aT,1,2,0
Chur_Dec_1,Dec,set_1,Chur,B12,C15bT,1,1,0
Chur_Dec_1,Dec,set_1,Chur,B12,C18bT,323,544.9069797,0
Chur_Dec_1,Dec,set_1,Chur,B12,C20aT,93,94.3562367,0
Chur_Dec_1,Dec,set_1,Chur,B12,C20bT,80,311.8142208,0
Chur_Dec_1,Dec,set_1,Chur,B12,C2aT,3,3.621320344,0
Chur_Dec_1,Dec,set_1,Chur,B12,C2bT,1,4.622281323,0
Chur_Dec_1,Dec,set_1,Chur,B12,C3bT,7,15.45768899,0
Chur_Dec_1,Dec,set_1,Chur,B12,C5aT,46,129.944357,0
Chur_Dec_1,Dec,set_1,Chur,B12,C5bT,13,37.83976902,0
Chur_Dec_1,Dec,set_1,Chur,B12,C3aT,8,1,7
Chur_Dec_1,Dec,set_1,Chur,B12,C1bT,4,0,4
Chur_Dec_1,Dec,set_1,Chur,B12,C14aT,9,7.621320344,1.378679656
Chur_Dec_1,Dec,set_1,Chur,B12,C14bT,2,1,1
Chur_Dec_1,Dec,set_1,Chur,B12,C9bT,245,148.2872455,96.71275447
Chur_Dec_1,Dec,set_1,Chur,B12,C9aT,324,233.3371755,90.66282445
Chur_Dec_1,Dec,set_1,Chur,B12,C7bT,85,3.065384141,81.93461586
Chur_Dec_1,Dec,set_1,Chur,B12,C0aT,174,104.6391318,69.36086817
Chur_Dec_1,Dec,set_1,Chur,B12,C27bT,494,435.6934198,58.30658025
Chur_Dec_1,Dec,set_1,Chur,B12,C7aT,74,41.39736831,32.60263169
Chur_Dec_1,Dec,set_1,Chur,B12,C27aT,590,253.8164444,336.1835556
Chur_Dec_1,Dec,set_1,Chur,B12,C12aT,187,86.89992296,100.100077
Chur_Dec_1,Dec,set_1,Chur,B12,C8bT,1870,20.83884232,1849.161158
Chur_Dec_1,Dec,set_1,Chur,B12,C8aT,10625,18.45969005,10606.54031
Chur_Dec_2,Dec,set_1,Chur,C1,C0bT,1,79,0
Chur_Dec_2,Dec,set_1,Chur,C1,C12bT,1,6.242640687,0
Chur_Dec_2,Dec,set_1,Chur,C1,C13aT,2,3.065384141,0
Chur_Dec_2,Dec,set_1,Chur,C1,C14bT,1,1,0
Chur_Dec_2,Dec,set_1,Chur,C1,C20aT,75,94.3562367,0
Chur_Dec_2,Dec,set_1,Chur,C1,C20bT,66,311.8142208,0
Chur_Dec_2,Dec,set_1,Chur,C1,C3bT,9,15.45768899,0
Chur_Dec_2,Dec,set_1,Chur,C1,C4aT,1,1,0
Chur_Dec_2,Dec,set_1,Chur,C1,C5aT,20,129.944357,0
Chur_Dec_2,Dec,set_1,Chur,C1,C5bT,6,37.83976902,0
Chur_Dec_2,Dec,set_1,Chur,C1,C7aT,36,41.39736831,0
Chur_Dec_2,Dec,set_1,Chur,C1,C3aT,10,1,9
Chur_Dec_2,Dec,set_1,Chur,C1,C18bT,553,544.9069797,8.093020332
Chur_Dec_2,Dec,set_1,Chur,C1,C2bT,10,4.622281323,5.377718677
Chur_Dec_2,Dec,set_1,Chur,C1,C10bT,11,6.242640687,4.757359313
Chur_Dec_2,Dec,set_1,Chur,C1,C18aT,3,0,3
Chur_Dec_2,Dec,set_1,Chur,C1,C14aT,10,7.621320344,2.378679656
Chur_Dec_2,Dec,set_1,Chur,C1,C15bT,2,1,1
Chur_Dec_2,Dec,set_1,Chur,C1,C1bT,1,0,1
Chur_Dec_2,Dec,set_1,Chur,C1,C0aT,155,104.6391318,50.36086817
Chur_Dec_2,Dec,set_1,Chur,C1,C9bT,176,148.2872455,27.71275447
Chur_Dec_2,Dec,set_1,Chur,C1,C9aT,249,233.3371755,15.66282445
Chur_Dec_2,Dec,set_1,Chur,C1,C12aT,102,86.89992296,15.10007704
Chur_Dec_2,Dec,set_1,Chur,C1,C15aT,14,2,12
Chur_Dec_2,Dec,set_1,Chur,C1,C27aT,497,253.8164444,243.1835556
Chur_Dec_2,Dec,set_1,Chur,C1,C27bT,608,435.6934198,172.3065802
Chur_Dec_2,Dec,set_1,Chur,C1,C7bT,140,3.065384141,136.9346159
Chur_Dec_2,Dec,set_1,Chur,C1,C8aT,5431,18.45969005,5412.54031
Chur_Dec_2,Dec,set_1,Chur,C1,C8bT,1156,20.83884232,1135.161158
Chur_Dec_3,Dec,set_1,Chur,C2,C0aT,17,104.6391318,0
Chur_Dec_3,Dec,set_1,Chur,C2,C12aT,13,86.89992296,0
Chur_Dec_3,Dec,set_1,Chur,C2,C14bT,1,1,0
Chur_Dec_3,Dec,set_1,Chur,C2,C18bT,21,544.9069797,0
Chur_Dec_3,Dec,set_1,Chur,C2,C20aT,4,94.3562367,0
Chur_Dec_3,Dec,set_1,Chur,C2,C20bT,4,311.8142208,0
Chur_Dec_3,Dec,set_1,Chur,C2,C27aT,23,253.8164444,0
Chur_Dec_3,Dec,set_1,Chur,C2,C27bT,32,435.6934198,0
Chur_Dec_3,Dec,set_1,Chur,C2,C7aT,2,41.39736831,0
Chur_Dec_3,Dec,set_1,Chur,C2,C9aT,22,233.3371755,0
Chur_Dec_3,Dec,set_1,Chur,C2,C9bT,15,148.2872455,0
Chur_Dec_3,Dec,set_1,Chur,C2,C7bT,5,3.065384141,1.934615859
Chur_Dec_3,Dec,set_1,Chur,C2,C5bT,612,37.83976902,574.160231
Chur_Dec_3,Dec,set_1,Chur,C2,C5aT,1452,129.944357,1322.055643
Geneva_Dec_1,Dec,set_1,Geneva,C3,C0aT,53,104.6391318,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C12aT,26,86.89992296,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C13aT,2,3.065384141,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C15aT,2,2,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C18bT,146,544.9069797,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C20aT,44,94.3562367,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C20bT,21,311.8142208,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C27aT,126,253.8164444,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C27bT,182,435.6934198,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C2aT,1,3.621320344,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C3bT,2,15.45768899,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C5aT,13,129.944357,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C5bT,3,37.83976902,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C7aT,12,41.39736831,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C9aT,89,233.3371755,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C9bT,76,148.2872455,0
Geneva_Dec_1,Dec,set_1,Geneva,C3,C14aT,8,7.621320344,0.378679656
Geneva_Dec_1,Dec,set_1,Geneva,C3,C2bT,5,4.622281323,0.377718677
Geneva_Dec_1,Dec,set_1,Geneva,C3,C1aT,1,0,1
Geneva_Dec_1,Dec,set_1,Geneva,C3,C1bT,1,0,1
Geneva_Dec_1,Dec,set_1,Geneva,C3,C7bT,20,3.065384141,16.93461586
Geneva_Dec_1,Dec,set_1,Geneva,C3,C8bT,295,20.83884232,274.1611577
Geneva_Dec_1,Dec,set_1,Geneva,C3,C8aT,1248,18.45969005,1229.54031
Geneva_Dec_2,Dec,set_1,Geneva,C5,C10bT,1,6.242640687,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C12aT,51,86.89992296,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C12bT,6,6.242640687,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C13aT,1,3.065384141,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C14aT,6,7.621320344,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C15aT,2,2,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C18bT,92,544.9069797,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C20aT,41,94.3562367,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C20bT,20,311.8142208,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C27aT,114,253.8164444,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C27bT,165,435.6934198,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C3bT,2,15.45768899,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C7aT,24,41.39736831,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C8aT,2,18.45969005,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C8bT,5,20.83884232,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C9aT,105,233.3371755,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C9bT,65,148.2872455,0
Geneva_Dec_2,Dec,set_1,Geneva,C5,C18aT,2,0,2
Geneva_Dec_2,Dec,set_1,Geneva,C5,C14bT,2,1,1
Geneva_Dec_2,Dec,set_1,Geneva,C5,C1bT,1,0,1
Geneva_Dec_2,Dec,set_1,Geneva,C5,C3aT,2,1,1
Geneva_Dec_2,Dec,set_1,Geneva,C5,C7bT,24,3.065384141,20.93461586
Geneva_Dec_2,Dec,set_1,Geneva,C5,C5bT,494,37.83976902,456.160231
Geneva_Dec_2,Dec,set_1,Geneva,C5,C0bT,518,79,439
Geneva_Dec_2,Dec,set_1,Geneva,C5,C0aT,6293,104.6391318,6188.360868
Geneva_Dec_2,Dec,set_1,Geneva,C5,C5aT,1152,129.944357,1022.055643
Geneva_Dec_3,Dec,set_1,Geneva,C6,C0aT,9,104.6391318,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C12aT,7,86.89992296,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C14aT,1,7.621320344,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C14bT,1,1,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C18bT,12,544.9069797,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C20aT,6,94.3562367,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C20bT,5,311.8142208,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C27aT,15,253.8164444,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C27bT,29,435.6934198,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C2bT,2,4.622281323,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C3bT,1,15.45768899,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C7aT,3,41.39736831,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C8bT,1,20.83884232,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C9aT,17,233.3371755,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C9bT,11,148.2872455,0
Geneva_Dec_3,Dec,set_1,Geneva,C6,C7bT,4,3.065384141,0.934615859
Geneva_Dec_3,Dec,set_1,Geneva,C6,C5bT,597,37.83976902,559.160231
Geneva_Dec_3,Dec,set_1,Geneva,C6,C5aT,1635,129.944357,1505.055643
Laupen_Dec_1,Dec,set_1,Laupen,D1,C10bT,3,6.242640687,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C12aT,32,86.89992296,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C12bT,3,6.242640687,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C14aT,6,7.621320344,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C18bT,82,544.9069797,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C20aT,18,94.3562367,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C20bT,18,311.8142208,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C27aT,81,253.8164444,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C27bT,157,435.6934198,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C2aT,1,3.621320344,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C2bT,1,4.622281323,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C3bT,1,15.45768899,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C7aT,12,41.39736831,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C8bT,2,20.83884232,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C9aT,68,233.3371755,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C9bT,36,148.2872455,0
Laupen_Dec_1,Dec,set_1,Laupen,D1,C1bT,1,0,1
Laupen_Dec_1,Dec,set_1,Laupen,D1,C5aT,777,129.944357,647.055643
Laupen_Dec_1,Dec,set_1,Laupen,D1,C5bT,306,37.83976902,268.160231
Laupen_Dec_1,Dec,set_1,Laupen,D1,C0bT,327,79,248
Laupen_Dec_1,Dec,set_1,Laupen,D1,C0aT,5144,104.6391318,5039.360868
Laupen_Dec_2,Dec,set_1,Laupen,D2,C0bT,33,79,0
Laupen_Dec_2,Dec,set_1,Laupen,D2,C12aT,2,86.89992296,0
Laupen_Dec_2,Dec,set_1,Laupen,D2,C13aT,1,3.065384141,0
Laupen_Dec_2,Dec,set_1,Laupen,D2,C18bT,22,544.9069797,0
Laupen_Dec_2,Dec,set_1,Laupen,D2,C20aT,7,94.3562367,0
Laupen_Dec_2,Dec,set_1,Laupen,D2,C20bT,1,311.8142208,0
Laupen_Dec_2,Dec,set_1,Laupen,D2,C27aT,21,253.8164444,0
Laupen_Dec_2,Dec,set_1,Laupen,D2,C27bT,44,435.6934198,0
Laupen_Dec_2,Dec,set_1,Laupen,D2,C3aT,1,1,0
Laupen_Dec_2,Dec,set_1,Laupen,D2,C5aT,1,129.944357,0
Laupen_Dec_2,Dec,set_1,Laupen,D2,C7aT,6,41.39736831,0
Laupen_Dec_2,Dec,set_1,Laupen,D2,C9aT,12,233.3371755,0
Laupen_Dec_2,Dec,set_1,Laupen,D2,C9bT,7,148.2872455,0
Laupen_Dec_2,Dec,set_1,Laupen,D2,C8bT,27,20.83884232,6.161157677
Laupen_Dec_2,Dec,set_1,Laupen,D2,C7bT,5,3.065384141,1.934615859
Laupen_Dec_2,Dec,set_1,Laupen,D2,C18aT,1,0,1
Laupen_Dec_2,Dec,set_1,Laupen,D2,C0aT,345,104.6391318,240.3608682
Laupen_Dec_2,Dec,set_1,Laupen,D2,C8aT,126,18.45969005,107.54031
Laupen_Dec_3,Dec,set_1,Laupen,D3,C0bT,67,79,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C10bT,3,6.242640687,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C12aT,26,86.89992296,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C14aT,4,7.621320344,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C18bT,59,544.9069797,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C20aT,24,94.3562367,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C20bT,18,311.8142208,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C27aT,53,253.8164444,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C27bT,115,435.6934198,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C3bT,3,15.45768899,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C7aT,16,41.39736831,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C8aT,1,18.45969005,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C8bT,4,20.83884232,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C9aT,63,233.3371755,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C9bT,32,148.2872455,0
Laupen_Dec_3,Dec,set_1,Laupen,D3,C13aT,4,3.065384141,0.934615859
Laupen_Dec_3,Dec,set_1,Laupen,D3,C7bT,13,3.065384141,9.934615859
Laupen_Dec_3,Dec,set_1,Laupen,D3,C14bT,3,1,2
Laupen_Dec_3,Dec,set_1,Laupen,D3,C0aT,630,104.6391318,525.3608682
Laupen_Dec_3,Dec,set_1,Laupen,D3,C5aT,371,129.944357,241.055643
Laupen_Dec_3,Dec,set_1,Laupen,D3,C5bT,143,37.83976902,105.160231
Lugano_Dec_2,Dec,set_1,Lugano,B10,C0bT,65,79,0
Lugano_Dec_2,Dec,set_1,Lugano,B10,C10bT,2,6.242640687,0
Lugano_Dec_2,Dec,set_1,Lugano,B10,C12aT,5,86.89992296,0
Lugano_Dec_2,Dec,set_1,Lugano,B10,C12bT,2,6.242640687,0
Lugano_Dec_2,Dec,set_1,Lugano,B10,C15aT,1,2,0
Lugano_Dec_2,Dec,set_1,Lugano,B10,C18bT,28,544.9069797,0
Lugano_Dec_2,Dec,set_1,Lugano,B10,C20aT,6,94.3562367,0
Lugano_Dec_2,Dec,set_1,Lugano,B10,C20bT,5,311.8142208,0
Lugano_Dec_2,Dec,set_1,Lugano,B10,C27aT,16,253.8164444,0
Lugano_Dec_2,Dec,set_1,Lugano,B10,C27bT,32,435.6934198,0
Lugano_Dec_2,Dec,set_1,Lugano,B10,C7aT,1,41.39736831,0
Lugano_Dec_2,Dec,set_1,Lugano,B10,C8bT,1,20.83884232,0
Lugano_Dec_2,Dec,set_1,Lugano,B10,C9aT,26,233.3371755,0
Lugano_Dec_2,Dec,set_1,Lugano,B10,C9bT,15,148.2872455,0
Lugano_Dec_2,Dec,set_1,Lugano,B10,C7bT,11,3.065384141,7.934615859
Lugano_Dec_2,Dec,set_1,Lugano,B10,C5aT,793,129.944357,663.055643
Lugano_Dec_2,Dec,set_1,Lugano,B10,C5bT,295,37.83976902,257.160231
Lugano_Dec_2,Dec,set_1,Lugano,B10,C0aT,1279,104.6391318,1174.360868
Lugano_Dec_3,Dec,set_1,Lugano,B11,C12aT,28,86.89992296,0
Lugano_Dec_3,Dec,set_1,Lugano,B11,C14aT,3,7.621320344,0
Lugano_Dec_3,Dec,set_1,Lugano,B11,C18bT,69,544.9069797,0
Lugano_Dec_3,Dec,set_1,Lugano,B11,C20aT,20,94.3562367,0
Lugano_Dec_3,Dec,set_1,Lugano,B11,C20bT,18,311.8142208,0
Lugano_Dec_3,Dec,set_1,Lugano,B11,C27aT,60,253.8164444,0
Lugano_Dec_3,Dec,set_1,Lugano,B11,C27bT,103,435.6934198,0
Lugano_Dec_3,Dec,set_1,Lugano,B11,C4bT,1,1,0
Lugano_Dec_3,Dec,set_1,Lugano,B11,C7aT,7,41.39736831,0
Lugano_Dec_3,Dec,set_1,Lugano,B11,C8bT,2,20.83884232,0
Lugano_Dec_3,Dec,set_1,Lugano,B11,C9aT,52,233.3371755,0
Lugano_Dec_3,Dec,set_1,Lugano,B11,C9bT,24,148.2872455,0
Lugano_Dec_3,Dec,set_1,Lugano,B11,C13aT,4,3.065384141,0.934615859
Lugano_Dec_3,Dec,set_1,Lugano,B11,C14bT,2,1,1
Lugano_Dec_3,Dec,set_1,Lugano,B11,C15aT,3,2,1
Lugano_Dec_3,Dec,set_1,Lugano,B11,C0bT,171,79,92
Lugano_Dec_3,Dec,set_1,Lugano,B11,C7bT,26,3.065384141,22.93461586
Lugano_Dec_3,Dec,set_1,Lugano,B11,C5bT,734,37.83976902,696.160231
Lugano_Dec_3,Dec,set_1,Lugano,B11,C0aT,2789,104.6391318,2684.360868
Lugano_Dec_3,Dec,set_1,Lugano,B11,C5aT,1896,129.944357,1766.055643
Zurich_Dec_1,Dec,set_1,Zurich,C7,C0aT,12,104.6391318,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C0bT,1,79,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C12aT,8,86.89992296,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C15aT,1,2,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C18bT,37,544.9069797,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C20aT,12,94.3562367,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C20bT,9,311.8142208,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C27aT,27,253.8164444,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C27bT,60,435.6934198,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C2aT,1,3.621320344,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C3bT,1,15.45768899,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C7aT,2,41.39736831,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C7bT,2,3.065384141,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C8aT,1,18.45969005,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C8bT,1,20.83884232,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C9aT,13,233.3371755,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C9bT,28,148.2872455,0
Zurich_Dec_1,Dec,set_1,Zurich,C7,C5bT,45,37.83976902,7.160230979
Zurich_Dec_1,Dec,set_1,Zurich,C7,C5aT,134,129.944357,4.05564304
Zurich_Dec_1,Dec,set_1,Zurich,C7,C18aT,1,0,1
Zurich_Dec_2,Dec,set_1,Zurich,C8,C0bT,48,79,0
Zurich_Dec_2,Dec,set_1,Zurich,C8,C12aT,31,86.89992296,0
Zurich_Dec_2,Dec,set_1,Zurich,C8,C12bT,1,6.242640687,0
Zurich_Dec_2,Dec,set_1,Zurich,C8,C13aT,1,3.065384141,0
Zurich_Dec_2,Dec,set_1,Zurich,C8,C14aT,5,7.621320344,0
Zurich_Dec_2,Dec,set_1,Zurich,C8,C18bT,41,544.9069797,0
Zurich_Dec_2,Dec,set_1,Zurich,C8,C20aT,22,94.3562367,0
Zurich_Dec_2,Dec,set_1,Zurich,C8,C20bT,10,311.8142208,0
Zurich_Dec_2,Dec,set_1,Zurich,C8,C27aT,57,253.8164444,0
Zurich_Dec_2,Dec,set_1,Zurich,C8,C27bT,85,435.6934198,0
Zurich_Dec_2,Dec,set_1,Zurich,C8,C7aT,14,41.39736831,0
Zurich_Dec_2,Dec,set_1,Zurich,C8,C8aT,2,18.45969005,0
Zurich_Dec_2,Dec,set_1,Zurich,C8,C9aT,63,233.3371755,0
Zurich_Dec_2,Dec,set_1,Zurich,C8,C9bT,42,148.2872455,0
Zurich_Dec_2,Dec,set_1,Zurich,C8,C7bT,7,3.065384141,3.934615859
Zurich_Dec_2,Dec,set_1,Zurich,C8,C1bT,2,0,2
