sample,month,dMLA_set,wwtp,well,X2,n,threshold,real_n
Laupen_Jan_2,Jan,set_1,Laupen,E10,C0aT,3,104.6391318,0
Laupen_Jan_2,Jan,set_1,Laupen,E10,C18bT,2,544.9069797,0
Laupen_Jan_2,Jan,set_1,Laupen,E10,C20bT,1,311.8142208,0
Laupen_Jan_2,Jan,set_1,Laupen,E10,C27aT,3,253.8164444,0
Laupen_Jan_2,Jan,set_1,Laupen,E10,C27bT,3,435.6934198,0
Laupen_Jan_2,Jan,set_1,Laupen,E10,C2bT,1,4.622281323,0
Laupen_Jan_2,Jan,set_1,Laupen,E10,C5aT,115,129.944357,0
Laupen_Jan_2,Jan,set_1,Laupen,E10,C7aT,1,41.39736831,0
Laupen_Jan_2,Jan,set_1,Laupen,E10,C9aT,1,233.3371755,0
Laupen_Jan_2,Jan,set_1,Laupen,E10,C9bT,1,148.2872455,0
Laupen_Jan_2,Jan,set_1,Laupen,E10,C5bT,42,37.83976902,4.160230979
Laupen_Jan_3,Jan,set_1,Laupen,E11,C0aT,1,104.6391318,0
Laupen_Jan_3,Jan,set_1,Laupen,E11,C12aT,2,86.89992296,0
Laupen_Jan_3,Jan,set_1,Laupen,E11,C14aT,1,7.621320344,0
Laupen_Jan_3,Jan,set_1,Laupen,E11,C18bT,7,544.9069797,0
Laupen_Jan_3,Jan,set_1,Laupen,E11,C20aT,1,94.3562367,0
Laupen_Jan_3,Jan,set_1,Laupen,E11,C27aT,12,253.8164444,0
Laupen_Jan_3,Jan,set_1,Laupen,E11,C27bT,20,435.6934198,0
Laupen_Jan_3,Jan,set_1,Laupen,E11,C5aT,4,129.944357,0
Laupen_Jan_3,Jan,set_1,Laupen,E11,C9aT,6,233.3371755,0
Laupen_Jan_3,Jan,set_1,Laupen,E11,C9bT,4,148.2872455,0
Laupen_Jan_3,Jan,set_1,Laupen,E11,C8bT,50,20.83884232,29.16115768
Laupen_Jan_3,Jan,set_1,Laupen,E11,C8aT,300,18.45969005,281.54031
Lugano_Jan_1,Jan,set_1,Lugano,D4,C0aT,4,104.6391318,0
Lugano_Jan_1,Jan,set_1,Lugano,D4,C12aT,3,86.89992296,0
Lugano_Jan_1,Jan,set_1,Lugano,D4,C18bT,6,544.9069797,0
Lugano_Jan_1,Jan,set_1,Lugano,D4,C20aT,5,94.3562367,0
Lugano_Jan_1,Jan,set_1,Lugano,D4,C20bT,3,311.8142208,0
Lugano_Jan_1,Jan,set_1,Lugano,D4,C27aT,20,253.8164444,0
Lugano_Jan_1,Jan,set_1,Lugano,D4,C27bT,36,435.6934198,0
Lugano_Jan_1,Jan,set_1,Lugano,D4,C2aT,1,3.621320344,0
Lugano_Jan_1,Jan,set_1,Lugano,D4,C5bT,2,37.83976902,0
Lugano_Jan_1,Jan,set_1,Lugano,D4,C7bT,3,3.065384141,0
Lugano_Jan_1,Jan,set_1,Lugano,D4,C9aT,13,233.3371755,0
Lugano_Jan_1,Jan,set_1,Lugano,D4,C9bT,7,148.2872455,0
Lugano_Jan_1,Jan,set_1,Lugano,D4,C8bT,69,20.83884232,48.16115768
Lugano_Jan_1,Jan,set_1,Lugano,D4,C8aT,511,18.45969005,492.54031
Lugano_Jan_2,Jan,set_1,Lugano,D5,C0aT,17,104.6391318,0
Lugano_Jan_2,Jan,set_1,Lugano,D5,C0bT,1,79,0
Lugano_Jan_2,Jan,set_1,Lugano,D5,C12aT,7,86.89992296,0
Lugano_Jan_2,Jan,set_1,Lugano,D5,C18bT,34,544.9069797,0
Lugano_Jan_2,Jan,set_1,Lugano,D5,C20aT,2,94.3562367,0
Lugano_Jan_2,Jan,set_1,Lugano,D5,C20bT,2,311.8142208,0
Lugano_Jan_2,Jan,set_1,Lugano,D5,C27aT,28,253.8164444,0
Lugano_Jan_2,Jan,set_1,Lugano,D5,C27bT,42,435.6934198,0
Lugano_Jan_2,Jan,set_1,Lugano,D5,C5aT,4,129.944357,0
Lugano_Jan_2,Jan,set_1,Lugano,D5,C5bT,1,37.83976902,0
Lugano_Jan_2,Jan,set_1,Lugano,D5,C7aT,4,41.39736831,0
Lugano_Jan_2,Jan,set_1,Lugano,D5,C7bT,3,3.065384141,0
Lugano_Jan_2,Jan,set_1,Lugano,D5,C9aT,23,233.3371755,0
Lugano_Jan_2,Jan,set_1,Lugano,D5,C9bT,19,148.2872455,0
Lugano_Jan_2,Jan,set_1,Lugano,D5,C13aT,4,3.065384141,0.934615859
Lugano_Jan_2,Jan,set_1,Lugano,D5,C18aT,1,0,1
Lugano_Jan_2,Jan,set_1,Lugano,D5,C8bT,110,20.83884232,89.16115768
Lugano_Jan_2,Jan,set_1,Lugano,D5,C8aT,176,18.45969005,157.54031
Lugano_Jan_3,Jan,set_1,Lugano,D7,C0aT,21,104.6391318,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C0bT,1,79,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C12aT,32,86.89992296,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C13aT,2,3.065384141,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C14aT,3,7.621320344,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C15bT,1,1,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C18bT,51,544.9069797,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C20aT,14,94.3562367,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C20bT,8,311.8142208,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C27aT,69,253.8164444,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C27bT,112,435.6934198,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C3bT,1,15.45768899,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C4bT,1,1,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C7aT,16,41.39736831,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C8aT,3,18.45969005,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C9aT,57,233.3371755,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C9bT,53,148.2872455,0
Lugano_Jan_3,Jan,set_1,Lugano,D7,C7bT,15,3.065384141,11.93461586
Lugano_Jan_3,Jan,set_1,Lugano,D7,C5aT,348,129.944357,218.055643
Lugano_Jan_3,Jan,set_1,Lugano,D7,C5bT,141,37.83976902,103.160231
Zurich_Jan_1,Jan,set_1,Zurich,E2,C0aT,43,104.6391318,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C12aT,30,86.89992296,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C12bT,3,6.242640687,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C14aT,5,7.621320344,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C18bT,64,544.9069797,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C20aT,29,94.3562367,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C20bT,17,311.8142208,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C27aT,70,253.8164444,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C27bT,163,435.6934198,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C2bT,1,4.622281323,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C3bT,1,15.45768899,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C7aT,13,41.39736831,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C8bT,2,20.83884232,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C9aT,84,233.3371755,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C9bT,68,148.2872455,0
Zurich_Jan_1,Jan,set_1,Zurich,E2,C7bT,5,3.065384141,1.934615859
Zurich_Jan_1,Jan,set_1,Zurich,E2,C10aT,1,0,1
Zurich_Jan_1,Jan,set_1,Zurich,E2,C18aT,1,0,1
Zurich_Jan_1,Jan,set_1,Zurich,E2,C5aT,630,129.944357,500.055643
Zurich_Jan_1,Jan,set_1,Zurich,E2,C5bT,232,37.83976902,194.160231
Zurich_Jan_2,Jan,set_1,Zurich,E3,C0aT,34,104.6391318,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C12aT,25,86.89992296,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C14aT,1,7.621320344,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C15bT,1,1,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C18bT,66,544.9069797,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C20aT,29,94.3562367,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C20bT,15,311.8142208,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C27aT,79,253.8164444,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C27bT,123,435.6934198,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C3bT,1,15.45768899,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C5aT,13,129.944357,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C5bT,4,37.83976902,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C7aT,14,41.39736831,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C9aT,54,233.3371755,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C9bT,52,148.2872455,0
Zurich_Jan_2,Jan,set_1,Zurich,E3,C7bT,11,3.065384141,7.934615859
Zurich_Jan_2,Jan,set_1,Zurich,E3,C3aT,3,1,2
Zurich_Jan_2,Jan,set_1,Zurich,E3,C13aT,5,3.065384141,1.934615859
Zurich_Jan_2,Jan,set_1,Zurich,E3,C14bT,2,1,1
Zurich_Jan_2,Jan,set_1,Zurich,E3,C8aT,1000,18.45969005,981.54031
Zurich_Jan_2,Jan,set_1,Zurich,E3,C8bT,292,20.83884232,271.1611577
Zurich_Jan_3,Jan,set_1,Zurich,E4,C0aT,5,104.6391318,0
Zurich_Jan_3,Jan,set_1,Zurich,E4,C12aT,9,86.89992296,0
Zurich_Jan_3,Jan,set_1,Zurich,E4,C14bT,1,1,0
Zurich_Jan_3,Jan,set_1,Zurich,E4,C18bT,33,544.9069797,0
Zurich_Jan_3,Jan,set_1,Zurich,E4,C20aT,7,94.3562367,0
Zurich_Jan_3,Jan,set_1,Zurich,E4,C20bT,5,311.8142208,0
Zurich_Jan_3,Jan,set_1,Zurich,E4,C27aT,31,253.8164444,0
Zurich_Jan_3,Jan,set_1,Zurich,E4,C27bT,61,435.6934198,0
Zurich_Jan_3,Jan,set_1,Zurich,E4,C2aT,2,3.621320344,0
Zurich_Jan_3,Jan,set_1,Zurich,E4,C2bT,1,4.622281323,0
Zurich_Jan_3,Jan,set_1,Zurich,E4,C7aT,8,41.39736831,0
Zurich_Jan_3,Jan,set_1,Zurich,E4,C8aT,3,18.45969005,0
Zurich_Jan_3,Jan,set_1,Zurich,E4,C9aT,29,233.3371755,0
Zurich_Jan_3,Jan,set_1,Zurich,E4,C9bT,30,148.2872455,0
Zurich_Jan_3,Jan,set_1,Zurich,E4,C7bT,9,3.065384141,5.934615859
Zurich_Jan_3,Jan,set_1,Zurich,E4,C5bT,127,37.83976902,89.16023098
Zurich_Jan_3,Jan,set_1,Zurich,E4,C5aT,332,129.944357,202.055643
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C0aT,91,104.6391318,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C0bT,1,79,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C12aT,45,86.89992296,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C14aT,3,7.621320344,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C20aT,21,94.3562367,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C20bT,27,311.8142208,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C27aT,217,253.8164444,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C27bT,421,435.6934198,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C2bT,1,4.622281323,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C3bT,2,15.45768899,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C7aT,9,41.39736831,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C8aT,4,18.45969005,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C8bT,15,20.83884232,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C9aT,68,233.3371755,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C9bT,44,148.2872455,0
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C10bT,7,6.242640687,0.757359313
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C18aT,6,0,6
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C1aT,6,0,6
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C15aT,6,2,4
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C3aT,4,1,3
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C13aT,6,3.065384141,2.934615859
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C6bT,1,0,1
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C7bT,16,3.065384141,12.93461586
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C1bT,11,0,11
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C18bT,743,544.9069797,198.0930203
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C5bT,3959,37.83976902,3921.160231
Altenrhein_Mar_1,Mar,set_1,Altenrhein,H6,C5aT,12897,129.944357,12767.05564
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C10bT,5,6.242640687,0
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C12bT,1,6.242640687,0
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C18bT,538,544.9069797,0
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C20bT,65,311.8142208,0
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C2aT,2,3.621320344,0
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C5aT,38,129.944357,0
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C5bT,24,37.83976902,0
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C2bT,5,4.622281323,0.377718677
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C3bT,20,15.45768899,4.542311014
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C13aT,7,3.065384141,3.934615859
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C14bT,4,1,3
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C14aT,10,7.621320344,2.378679656
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C15aT,4,2,2
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C1bT,1,0,1
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C12aT,171,86.89992296,84.10007704
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C9aT,312,233.3371755,78.66282445
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C7bT,74,3.065384141,70.93461586
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C7aT,60,41.39736831,18.60263169
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C20aT,108,94.3562367,13.6437633
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C0bT,706,79,627
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C27aT,538,253.8164444,284.1835556
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C27bT,651,435.6934198,215.3065802
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C9bT,291,148.2872455,142.7127545
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C0aT,8940,104.6391318,8835.360868
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C8aT,3106,18.45969005,3087.54031
Altenrhein_Mar_3,Mar,set_1,Altenrhein,H8,C8bT,1118,20.83884232,1097.161158
Chur_Mar_1,Mar,set_1,Chur,G9,C0bT,62,79,0
Chur_Mar_1,Mar,set_1,Chur,G9,C12aT,5,86.89992296,0
Chur_Mar_1,Mar,set_1,Chur,G9,C12bT,2,6.242640687,0
Chur_Mar_1,Mar,set_1,Chur,G9,C13aT,1,3.065384141,0
Chur_Mar_1,Mar,set_1,Chur,G9,C18bT,3,544.9069797,0
Chur_Mar_1,Mar,set_1,Chur,G9,C20aT,1,94.3562367,0
Chur_Mar_1,Mar,set_1,Chur,G9,C20bT,1,311.8142208,0
Chur_Mar_1,Mar,set_1,Chur,G9,C27aT,11,253.8164444,0
Chur_Mar_1,Mar,set_1,Chur,G9,C27bT,7,435.6934198,0
Chur_Mar_1,Mar,set_1,Chur,G9,C2aT,1,3.621320344,0
Chur_Mar_1,Mar,set_1,Chur,G9,C7bT,1,3.065384141,0
Chur_Mar_1,Mar,set_1,Chur,G9,C9aT,3,233.3371755,0
Chur_Mar_1,Mar,set_1,Chur,G9,C9bT,5,148.2872455,0
Chur_Mar_1,Mar,set_1,Chur,G9,C0aT,388,104.6391318,283.3608682
Chur_Mar_1,Mar,set_1,Chur,G9,C5aT,410,129.944357,280.055643
Chur_Mar_1,Mar,set_1,Chur,G9,C5bT,156,37.83976902,118.160231
Chur_Mar_2,Mar,set_1,Chur,G10,C0aT,9,104.6391318,0
Chur_Mar_2,Mar,set_1,Chur,G10,C12aT,9,86.89992296,0
Chur_Mar_2,Mar,set_1,Chur,G10,C13aT,2,3.065384141,0
Chur_Mar_2,Mar,set_1,Chur,G10,C18bT,28,544.9069797,0
Chur_Mar_2,Mar,set_1,Chur,G10,C20aT,9,94.3562367,0
Chur_Mar_2,Mar,set_1,Chur,G10,C20bT,3,311.8142208,0
Chur_Mar_2,Mar,set_1,Chur,G10,C27aT,36,253.8164444,0
Chur_Mar_2,Mar,set_1,Chur,G10,C27bT,52,435.6934198,0
Chur_Mar_2,Mar,set_1,Chur,G10,C7aT,2,41.39736831,0
Chur_Mar_2,Mar,set_1,Chur,G10,C7bT,1,3.065384141,0
Chur_Mar_2,Mar,set_1,Chur,G10,C8aT,2,18.45969005,0
Chur_Mar_2,Mar,set_1,Chur,G10,C8bT,1,20.83884232,0
Chur_Mar_2,Mar,set_1,Chur,G10,C9aT,18,233.3371755,0
Chur_Mar_2,Mar,set_1,Chur,G10,C9bT,14,148.2872455,0
Chur_Mar_2,Mar,set_1,Chur,G10,C1bT,2,0,2
Chur_Mar_2,Mar,set_1,Chur,G10,C10aT,1,0,1
Chur_Mar_2,Mar,set_1,Chur,G10,C14bT,2,1,1
Chur_Mar_2,Mar,set_1,Chur,G10,C18aT,1,0,1
Chur_Mar_2,Mar,set_1,Chur,G10,C5aT,847,129.944357,717.055643
Chur_Mar_2,Mar,set_1,Chur,G10,C5bT,366,37.83976902,328.160231
Geneva_Mar_1,Mar,set_1,Geneva,G12,C0aT,58,104.6391318,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C0bT,2,79,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C12aT,48,86.89992296,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C13aT,3,3.065384141,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C18bT,268,544.9069797,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C20aT,28,94.3562367,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C20bT,24,311.8142208,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C27aT,146,253.8164444,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C27bT,223,435.6934198,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C2bT,1,4.622281323,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C3bT,4,15.45768899,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C7aT,10,41.39736831,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C8aT,2,18.45969005,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C8bT,3,20.83884232,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C9aT,92,233.3371755,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C9bT,52,148.2872455,0
Geneva_Mar_1,Mar,set_1,Geneva,G12,C7bT,8,3.065384141,4.934615859
Geneva_Mar_1,Mar,set_1,Geneva,G12,C14aT,10,7.621320344,2.378679656
Geneva_Mar_1,Mar,set_1,Geneva,G12,C14bT,3,1,2
Geneva_Mar_1,Mar,set_1,Geneva,G12,C15bT,2,1,1
Geneva_Mar_1,Mar,set_1,Geneva,G12,C5aT,3051,129.944357,2921.055643
Geneva_Mar_1,Mar,set_1,Geneva,G12,C5bT,1322,37.83976902,1284.160231
Geneva_Mar_2,Mar,set_1,Geneva,H1,C10bT,2,6.242640687,0
Geneva_Mar_2,Mar,set_1,Geneva,H1,C12aT,84,86.89992296,0
Geneva_Mar_2,Mar,set_1,Geneva,H1,C12bT,1,6.242640687,0
Geneva_Mar_2,Mar,set_1,Geneva,H1,C20aT,58,94.3562367,0
Geneva_Mar_2,Mar,set_1,Geneva,H1,C20bT,56,311.8142208,0
Geneva_Mar_2,Mar,set_1,Geneva,H1,C2aT,3,3.621320344,0
Geneva_Mar_2,Mar,set_1,Geneva,H1,C3bT,5,15.45768899,0
Geneva_Mar_2,Mar,set_1,Geneva,H1,C7aT,28,41.39736831,0
Geneva_Mar_2,Mar,set_1,Geneva,H1,C8aT,7,18.45969005,0
Geneva_Mar_2,Mar,set_1,Geneva,H1,C8bT,15,20.83884232,0
Geneva_Mar_2,Mar,set_1,Geneva,H1,C9aT,224,233.3371755,0
Geneva_Mar_2,Mar,set_1,Geneva,H1,C2bT,5,4.622281323,0.377718677
Geneva_Mar_2,Mar,set_1,Geneva,H1,C3aT,8,1,7
Geneva_Mar_2,Mar,set_1,Geneva,H1,C13aT,10,3.065384141,6.934615859
Geneva_Mar_2,Mar,set_1,Geneva,H1,C14aT,14,7.621320344,6.378679656
Geneva_Mar_2,Mar,set_1,Geneva,H1,C9bT,153,148.2872455,4.712754469
Geneva_Mar_2,Mar,set_1,Geneva,H1,C14bT,5,1,4
Geneva_Mar_2,Mar,set_1,Geneva,H1,C15aT,6,2,4
Geneva_Mar_2,Mar,set_1,Geneva,H1,C1bT,4,0,4
Geneva_Mar_2,Mar,set_1,Geneva,H1,C18aT,3,0,3
Geneva_Mar_2,Mar,set_1,Geneva,H1,C15bT,3,1,2
Geneva_Mar_2,Mar,set_1,Geneva,H1,C13bT,1,0,1
Geneva_Mar_2,Mar,set_1,Geneva,H1,C27aT,337,253.8164444,83.18355557
Geneva_Mar_2,Mar,set_1,Geneva,H1,C7bT,85,3.065384141,81.93461586
Geneva_Mar_2,Mar,set_1,Geneva,H1,C18bT,597,544.9069797,52.09302033
Geneva_Mar_2,Mar,set_1,Geneva,H1,C27bT,468,435.6934198,32.30658025
Geneva_Mar_2,Mar,set_1,Geneva,H1,C0aT,121,104.6391318,16.36086817
Geneva_Mar_2,Mar,set_1,Geneva,H1,C5aT,3182,129.944357,3052.055643
Geneva_Mar_2,Mar,set_1,Geneva,H1,C5bT,1278,37.83976902,1240.160231
Geneva_Mar_3,Mar,set_1,Geneva,H2,C10bT,3,6.242640687,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C12aT,73,86.89992296,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C12bT,1,6.242640687,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C14bT,1,1,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C15aT,1,2,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C18bT,372,544.9069797,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C20aT,71,94.3562367,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C20bT,46,311.8142208,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C27aT,236,253.8164444,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C27bT,409,435.6934198,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C2aT,1,3.621320344,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C5aT,20,129.944357,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C5bT,9,37.83976902,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C7aT,22,41.39736831,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C7bT,3,3.065384141,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C8aT,5,18.45969005,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C8bT,5,20.83884232,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C9aT,183,233.3371755,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C9bT,143,148.2872455,0
Geneva_Mar_3,Mar,set_1,Geneva,H2,C14aT,12,7.621320344,4.378679656
Geneva_Mar_3,Mar,set_1,Geneva,H2,C1bT,2,0,2
Geneva_Mar_3,Mar,set_1,Geneva,H2,C4bT,3,1,2
Geneva_Mar_3,Mar,set_1,Geneva,H2,C13aT,5,3.065384141,1.934615859
Geneva_Mar_3,Mar,set_1,Geneva,H2,C0aT,137,104.6391318,32.36086817
Geneva_Mar_3,Mar,set_1,Geneva,H2,C3bT,4735,15.45768899,4719.542311
Geneva_Mar_3,Mar,set_1,Geneva,H2,C3aT,1716,1,1715
Laupen_Mar_1,Mar,set_1,Laupen,H9,C12bT,4,6.242640687,0
Laupen_Mar_1,Mar,set_1,Laupen,H9,C14aT,5,7.621320344,0
Laupen_Mar_1,Mar,set_1,Laupen,H9,C15aT,2,2,0
Laupen_Mar_1,Mar,set_1,Laupen,H9,C18bT,440,544.9069797,0
Laupen_Mar_1,Mar,set_1,Laupen,H9,C20aT,81,94.3562367,0
Laupen_Mar_1,Mar,set_1,Laupen,H9,C20bT,68,311.8142208,0
Laupen_Mar_1,Mar,set_1,Laupen,H9,C2aT,3,3.621320344,0
Laupen_Mar_1,Mar,set_1,Laupen,H9,C3bT,2,15.45768899,0
Laupen_Mar_1,Mar,set_1,Laupen,H9,C7aT,29,41.39736831,0
Laupen_Mar_1,Mar,set_1,Laupen,H9,C8aT,8,18.45969005,0
Laupen_Mar_1,Mar,set_1,Laupen,H9,C8bT,8,20.83884232,0
Laupen_Mar_1,Mar,set_1,Laupen,H9,C9aT,210,233.3371755,0
Laupen_Mar_1,Mar,set_1,Laupen,H9,C13aT,13,3.065384141,9.934615859
Laupen_Mar_1,Mar,set_1,Laupen,H9,C14bT,6,1,5
Laupen_Mar_1,Mar,set_1,Laupen,H9,C18aT,5,0,5
Laupen_Mar_1,Mar,set_1,Laupen,H9,C9bT,153,148.2872455,4.712754469
Laupen_Mar_1,Mar,set_1,Laupen,H9,C3aT,3,1,2
Laupen_Mar_1,Mar,set_1,Laupen,H9,C4bT,2,1,1
Laupen_Mar_1,Mar,set_1,Laupen,H9,C7bT,41,3.065384141,37.93461586
Laupen_Mar_1,Mar,set_1,Laupen,H9,C12aT,101,86.89992296,14.10007704
Laupen_Mar_1,Mar,set_1,Laupen,H9,C0bT,393,79,314
Laupen_Mar_1,Mar,set_1,Laupen,H9,C27bT,558,435.6934198,122.3065802
Laupen_Mar_1,Mar,set_1,Laupen,H9,C27aT,358,253.8164444,104.1835556
Laupen_Mar_1,Mar,set_1,Laupen,H9,C5aT,8879,129.944357,8749.055643
Laupen_Mar_1,Mar,set_1,Laupen,H9,C0aT,7544,104.6391318,7439.360868
Laupen_Mar_1,Mar,set_1,Laupen,H9,C5bT,3466,37.83976902,3428.160231
Laupen_Mar_2,Mar,set_1,Laupen,H10,C15bT,1,1,0
Laupen_Mar_2,Mar,set_1,Laupen,H10,C18bT,338,544.9069797,0
